sample_id,image_path,label,defect_type,mask_path,image_score,patch_grid_h,patch_grid_w,inference_time_sec,memory_bank_size,heatmap_npy,heatmap_png,overlay_path,side_by_side_path
broken_large__010,data\mvtec\bottle\test\broken_large\010.png,1,broken_large,data\mvtec\bottle\ground_truth\broken_large\010_mask.png,0.9232722520828247,16,16,0.04569489999994403,5350,outputs\bottle_dinov2\heatmaps\broken_large__010.npy,outputs\bottle_dinov2\heatmaps\broken_large__010.png,outputs\bottle_dinov2\overlays\broken_large__010.png,outputs\bottle_dinov2\side_by_side\broken_large__010.png
broken_large__011,data\mvtec\bottle\test\broken_large\011.png,1,broken_large,data\mvtec\bottle\ground_truth\broken_large\011_mask.png,1.0027133226394653,16,16,0.05484549999891897,5350,outputs\bottle_dinov2\heatmaps\broken_large__011.npy,outputs\bottle_dinov2\heatmaps\broken_large__011.png,outputs\bottle_dinov2\overlays\broken_large__011.png,outputs\bottle_dinov2\side_by_side\broken_large__011.png
broken_large__012,data\mvtec\bottle\test\broken_large\012.png,1,broken_large,data\mvtec\bottle\ground_truth\broken_large\012_mask.png,0.9124655723571777,16,16,0.04623319999882369,5350,outputs\bottle_dinov2\heatmaps\broken_large__012.npy,outputs\bottle_dinov2\heatmaps\broken_large__012.png,outputs\bottle_dinov2\overlays\broken_large__012.png,outputs\bottle_dinov2\side_by_side\broken_large__012.png
broken_large__013,data\mvtec\bottle\test\broken_large\013.png,1,broken_large,data\mvtec\bottle\ground_truth\broken_large\013_mask.png,0.9428247213363647,16,16,0.047916499999701045,5350,outputs\bottle_dinov2\heatmaps\broken_large__013.npy,outputs\bottle_dinov2\heatmaps\broken_large__013.png,outputs\bottle_dinov2\overlays\broken_large__013.png,outputs\bottle_dinov2\side_by_side\broken_large__013.png
broken_large__014,data\mvtec\bottle\test\broken_large\014.png,1,broken_large,data\mvtec\bottle\ground_truth\broken_large\014_mask.png,1.0025057792663574,16,16,0.04455030000099214,5350,outputs\bottle_dinov2\heatmaps\broken_large__014.npy,outputs\bottle_dinov2\heatmaps\broken_large__014.png,outputs\bottle_dinov2\overlays\broken_large__014.png,outputs\bottle_dinov2\side_by_side\broken_large__014.png
broken_large__015,data\mvtec\bottle\test\broken_large\015.png,1,broken_large,data\mvtec\bottle\ground_truth\broken_large\015_mask.png,0.841700553894043,16,16,0.053863999997702194,5350,outputs\bottle_dinov2\heatmaps\broken_large__015.npy,outputs\bottle_dinov2\heatmaps\broken_large__015.png,outputs\bottle_dinov2\overlays\broken_large__015.png,outputs\bottle_dinov2\side_by_side\broken_large__015.png
broken_large__016,data\mvtec\bottle\test\broken_large\016.png,1,broken_large,data\mvtec\bottle\ground_truth\broken_large\016_mask.png,0.9849096536636353,16,16,0.05074170000079903,5350,outputs\bottle_dinov2\heatmaps\broken_large__016.npy,outputs\bottle_dinov2\heatmaps\broken_large__016.png,outputs\bottle_dinov2\overlays\broken_large__016.png,outputs\bottle_dinov2\side_by_side\broken_large__016.png
broken_large__017,data\mvtec\bottle\test\broken_large\017.png,1,broken_large,data\mvtec\bottle\ground_truth\broken_large\017_mask.png,0.8269906044006348,16,16,0.047079200001462596,5350,outputs\bottle_dinov2\heatmaps\broken_large__017.npy,outputs\bottle_dinov2\heatmaps\broken_large__017.png,outputs\bottle_dinov2\overlays\broken_large__017.png,outputs\bottle_dinov2\side_by_side\broken_large__017.png
broken_large__018,data\mvtec\bottle\test\broken_large\018.png,1,broken_large,data\mvtec\bottle\ground_truth\broken_large\018_mask.png,0.9691987037658691,16,16,0.05349410000053467,5350,outputs\bottle_dinov2\heatmaps\broken_large__018.npy,outputs\bottle_dinov2\heatmaps\broken_large__018.png,outputs\bottle_dinov2\overlays\broken_large__018.png,outputs\bottle_dinov2\side_by_side\broken_large__018.png
broken_large__019,data\mvtec\bottle\test\broken_large\019.png,1,broken_large,data\mvtec\bottle\ground_truth\broken_large\019_mask.png,0.9322000741958618,16,16,0.05654500000309781,5350,outputs\bottle_dinov2\heatmaps\broken_large__019.npy,outputs\bottle_dinov2\heatmaps\broken_large__019.png,outputs\bottle_dinov2\overlays\broken_large__019.png,outputs\bottle_dinov2\side_by_side\broken_large__019.png
broken_small__000,data\mvtec\bottle\test\broken_small\000.png,1,broken_small,data\mvtec\bottle\ground_truth\broken_small\000_mask.png,0.7937368750572205,16,16,0.04701799999747891,5350,outputs\bottle_dinov2\heatmaps\broken_small__000.npy,outputs\bottle_dinov2\heatmaps\broken_small__000.png,outputs\bottle_dinov2\overlays\broken_small__000.png,outputs\bottle_dinov2\side_by_side\broken_small__000.png
broken_small__001,data\mvtec\bottle\test\broken_small\001.png,1,broken_small,data\mvtec\bottle\ground_truth\broken_small\001_mask.png,0.897963285446167,16,16,0.05317210000066552,5350,outputs\bottle_dinov2\heatmaps\broken_small__001.npy,outputs\bottle_dinov2\heatmaps\broken_small__001.png,outputs\bottle_dinov2\overlays\broken_small__001.png,outputs\bottle_dinov2\side_by_side\broken_small__001.png
broken_small__002,data\mvtec\bottle\test\broken_small\002.png,1,broken_small,data\mvtec\bottle\ground_truth\broken_small\002_mask.png,0.8969720005989075,16,16,0.048422199997730786,5350,outputs\bottle_dinov2\heatmaps\broken_small__002.npy,outputs\bottle_dinov2\heatmaps\broken_small__002.png,outputs\bottle_dinov2\overlays\broken_small__002.png,outputs\bottle_dinov2\side_by_side\broken_small__002.png
broken_small__003,data\mvtec\bottle\test\broken_small\003.png,1,broken_small,data\mvtec\bottle\ground_truth\broken_small\003_mask.png,0.920861005783081,16,16,0.05104550000032759,5350,outputs\bottle_dinov2\heatmaps\broken_small__003.npy,outputs\bottle_dinov2\heatmaps\broken_small__003.png,outputs\bottle_dinov2\overlays\broken_small__003.png,outputs\bottle_dinov2\side_by_side\broken_small__003.png
broken_small__004,data\mvtec\bottle\test\broken_small\004.png,1,broken_small,data\mvtec\bottle\ground_truth\broken_small\004_mask.png,0.9350410103797913,16,16,0.04678820000117412,5350,outputs\bottle_dinov2\heatmaps\broken_small__004.npy,outputs\bottle_dinov2\heatmaps\broken_small__004.png,outputs\bottle_dinov2\overlays\broken_small__004.png,outputs\bottle_dinov2\side_by_side\broken_small__004.png
broken_small__005,data\mvtec\bottle\test\broken_small\005.png,1,broken_small,data\mvtec\bottle\ground_truth\broken_small\005_mask.png,0.8598183393478394,16,16,0.04886629999964498,5350,outputs\bottle_dinov2\heatmaps\broken_small__005.npy,outputs\bottle_dinov2\heatmaps\broken_small__005.png,outputs\bottle_dinov2\overlays\broken_small__005.png,outputs\bottle_dinov2\side_by_side\broken_small__005.png
broken_small__006,data\mvtec\bottle\test\broken_small\006.png,1,broken_small,data\mvtec\bottle\ground_truth\broken_small\006_mask.png,0.7920368313789368,16,16,0.04878820000158157,5350,outputs\bottle_dinov2\heatmaps\broken_small__006.npy,outputs\bottle_dinov2\heatmaps\broken_small__006.png,outputs\bottle_dinov2\overlays\broken_small__006.png,outputs\bottle_dinov2\side_by_side\broken_small__006.png
broken_small__007,data\mvtec\bottle\test\broken_small\007.png,1,broken_small,data\mvtec\bottle\ground_truth\broken_small\007_mask.png,0.7507832050323486,16,16,0.046104100001684856,5350,outputs\bottle_dinov2\heatmaps\broken_small__007.npy,outputs\bottle_dinov2\heatmaps\broken_small__007.png,outputs\bottle_dinov2\overlays\broken_small__007.png,outputs\bottle_dinov2\side_by_side\broken_small__007.png
broken_small__008,data\mvtec\bottle\test\broken_small\008.png,1,broken_small,data\mvtec\bottle\ground_truth\broken_small\008_mask.png,0.9090920090675354,16,16,0.04873349999979837,5350,outputs\bottle_dinov2\heatmaps\broken_small__008.npy,outputs\bottle_dinov2\heatmaps\broken_small__008.png,outputs\bottle_dinov2\overlays\broken_small__008.png,outputs\bottle_dinov2\side_by_side\broken_small__008.png
broken_small__009,data\mvtec\bottle\test\broken_small\009.png,1,broken_small,data\mvtec\bottle\ground_truth\broken_small\009_mask.png,0.8536049127578735,16,16,0.04787969999961206,5350,outputs\bottle_dinov2\heatmaps\broken_small__009.npy,outputs\bottle_dinov2\heatmaps\broken_small__009.png,outputs\bottle_dinov2\overlays\broken_small__009.png,outputs\bottle_dinov2\side_by_side\broken_small__009.png
broken_small__010,data\mvtec\bottle\test\broken_small\010.png,1,broken_small,data\mvtec\bottle\ground_truth\broken_small\010_mask.png,0.8902425169944763,16,16,0.048299000001861714,5350,outputs\bottle_dinov2\heatmaps\broken_small__010.npy,outputs\bottle_dinov2\heatmaps\broken_small__010.png,outputs\bottle_dinov2\overlays\broken_small__010.png,outputs\bottle_dinov2\side_by_side\broken_small__010.png
broken_small__011,data\mvtec\bottle\test\broken_small\011.png,1,broken_small,data\mvtec\bottle\ground_truth\broken_small\011_mask.png,0.879087507724762,16,16,0.059844999999768334,5350,outputs\bottle_dinov2\heatmaps\broken_small__011.npy,outputs\bottle_dinov2\heatmaps\broken_small__011.png,outputs\bottle_dinov2\overlays\broken_small__011.png,outputs\bottle_dinov2\side_by_side\broken_small__011.png
broken_small__012,data\mvtec\bottle\test\broken_small\012.png,1,broken_small,data\mvtec\bottle\ground_truth\broken_small\012_mask.png,0.8961928486824036,16,16,0.050953199999639764,5350,outputs\bottle_dinov2\heatmaps\broken_small__012.npy,outputs\bottle_dinov2\heatmaps\broken_small__012.png,outputs\bottle_dinov2\overlays\broken_small__012.png,outputs\bottle_dinov2\side_by_side\broken_small__012.png
broken_small__013,data\mvtec\bottle\test\broken_small\013.png,1,broken_small,data\mvtec\bottle\ground_truth\broken_small\013_mask.png,0.7818878889083862,16,16,0.0460361000004923,5350,outputs\bottle_dinov2\heatmaps\broken_small__013.npy,outputs\bottle_dinov2\heatmaps\broken_small__013.png,outputs\bottle_dinov2\overlays\broken_small__013.png,outputs\bottle_dinov2\side_by_side\broken_small__013.png
broken_small__014,data\mvtec\bottle\test\broken_small\014.png,1,broken_small,data\mvtec\bottle\ground_truth\broken_small\014_mask.png,0.7578412294387817,16,16,0.05717400000139605,5350,outputs\bottle_dinov2\heatmaps\broken_small__014.npy,outputs\bottle_dinov2\heatmaps\broken_small__014.png,outputs\bottle_dinov2\overlays\broken_small__014.png,outputs\bottle_dinov2\side_by_side\broken_small__014.png
broken_small__015,data\mvtec\bottle\test\broken_small\015.png,1,broken_small,data\mvtec\bottle\ground_truth\broken_small\015_mask.png,0.793034017086029,16,16,0.04981920000136597,5350,outputs\bottle_dinov2\heatmaps\broken_small__015.npy,outputs\bottle_dinov2\heatmaps\broken_small__015.png,outputs\bottle_dinov2\overlays\broken_small__015.png,outputs\bottle_dinov2\side_by_side\broken_small__015.png
broken_small__016,data\mvtec\bottle\test\broken_small\016.png,1,broken_small,data\mvtec\bottle\ground_truth\broken_small\016_mask.png,0.9663134813308716,16,16,0.04831220000050962,5350,outputs\bottle_dinov2\heatmaps\broken_small__016.npy,outputs\bottle_dinov2\heatmaps\broken_small__016.png,outputs\bottle_dinov2\overlays\broken_small__016.png,outputs\bottle_dinov2\side_by_side\broken_small__016.png
broken_small__017,data\mvtec\bottle\test\broken_small\017.png,1,broken_small,data\mvtec\bottle\ground_truth\broken_small\017_mask.png,0.833329439163208,16,16,0.05343189999985043,5350,outputs\bottle_dinov2\heatmaps\broken_small__017.npy,outputs\bottle_dinov2\heatmaps\broken_small__017.png,outputs\bottle_dinov2\overlays\broken_small__017.png,outputs\bottle_dinov2\side_by_side\broken_small__017.png
broken_small__018,data\mvtec\bottle\test\broken_small\018.png,1,broken_small,data\mvtec\bottle\ground_truth\broken_small\018_mask.png,1.0262606143951416,16,16,0.057093999999779044,5350,outputs\bottle_dinov2\heatmaps\broken_small__018.npy,outputs\bottle_dinov2\heatmaps\broken_small__018.png,outputs\bottle_dinov2\overlays\broken_small__018.png,outputs\bottle_dinov2\side_by_side\broken_small__018.png
broken_small__019,data\mvtec\bottle\test\broken_small\019.png,1,broken_small,data\mvtec\bottle\ground_truth\broken_small\019_mask.png,0.9718315601348877,16,16,0.049242200002481695,5350,outputs\bottle_dinov2\heatmaps\broken_small__019.npy,outputs\bottle_dinov2\heatmaps\broken_small__019.png,outputs\bottle_dinov2\overlays\broken_small__019.png,outputs\bottle_dinov2\side_by_side\broken_small__019.png
broken_small__020,data\mvtec\bottle\test\broken_small\020.png,1,broken_small,data\mvtec\bottle\ground_truth\broken_small\020_mask.png,0.8920602202415466,16,16,0.05434570000215899,5350,outputs\bottle_dinov2\heatmaps\broken_small__020.npy,outputs\bottle_dinov2\heatmaps\broken_small__020.png,outputs\bottle_dinov2\overlays\broken_small__020.png,outputs\bottle_dinov2\side_by_side\broken_small__020.png
broken_small__021,data\mvtec\bottle\test\broken_small\021.png,1,broken_small,data\mvtec\bottle\ground_truth\broken_small\021_mask.png,0.9592280983924866,16,16,0.06293469999945955,5350,outputs\bottle_dinov2\heatmaps\broken_small__021.npy,outputs\bottle_dinov2\heatmaps\broken_small__021.png,outputs\bottle_dinov2\overlays\broken_small__021.png,outputs\bottle_dinov2\side_by_side\broken_small__021.png
contamination__000,data\mvtec\bottle\test\contamination\000.png,1,contamination,data\mvtec\bottle\ground_truth\contamination\000_mask.png,0.9424435496330261,16,16,0.056950799997139256,5350,outputs\bottle_dinov2\heatmaps\contamination__000.npy,outputs\bottle_dinov2\heatmaps\contamination__000.png,outputs\bottle_dinov2\overlays\contamination__000.png,outputs\bottle_dinov2\side_by_side\contamination__000.png
contamination__001,data\mvtec\bottle\test\contamination\001.png,1,contamination,data\mvtec\bottle\ground_truth\contamination\001_mask.png,0.8133219480514526,16,16,0.056452400000125635,5350,outputs\bottle_dinov2\heatmaps\contamination__001.npy,outputs\bottle_dinov2\heatmaps\contamination__001.png,outputs\bottle_dinov2\overlays\contamination__001.png,outputs\bottle_dinov2\side_by_side\contamination__001.png
contamination__002,data\mvtec\bottle\test\contamination\002.png,1,contamination,data\mvtec\bottle\ground_truth\contamination\002_mask.png,0.6448894143104553,16,16,0.05509820000224863,5350,outputs\bottle_dinov2\heatmaps\contamination__002.npy,outputs\bottle_dinov2\heatmaps\contamination__002.png,outputs\bottle_dinov2\overlays\contamination__002.png,outputs\bottle_dinov2\side_by_side\contamination__002.png
contamination__003,data\mvtec\bottle\test\contamination\003.png,1,contamination,data\mvtec\bottle\ground_truth\contamination\003_mask.png,0.8446013331413269,16,16,0.056065100001433166,5350,outputs\bottle_dinov2\heatmaps\contamination__003.npy,outputs\bottle_dinov2\heatmaps\contamination__003.png,outputs\bottle_dinov2\overlays\contamination__003.png,outputs\bottle_dinov2\side_by_side\contamination__003.png
contamination__004,data\mvtec\bottle\test\contamination\004.png,1,contamination,data\mvtec\bottle\ground_truth\contamination\004_mask.png,0.8318280577659607,16,16,0.056772100000671344,5350,outputs\bottle_dinov2\heatmaps\contamination__004.npy,outputs\bottle_dinov2\heatmaps\contamination__004.png,outputs\bottle_dinov2\overlays\contamination__004.png,outputs\bottle_dinov2\side_by_side\contamination__004.png
contamination__005,data\mvtec\bottle\test\contamination\005.png,1,contamination,data\mvtec\bottle\ground_truth\contamination\005_mask.png,1.0964101552963257,16,16,0.05319220000092173,5350,outputs\bottle_dinov2\heatmaps\contamination__005.npy,outputs\bottle_dinov2\heatmaps\contamination__005.png,outputs\bottle_dinov2\overlays\contamination__005.png,outputs\bottle_dinov2\side_by_side\contamination__005.png
contamination__006,data\mvtec\bottle\test\contamination\006.png,1,contamination,data\mvtec\bottle\ground_truth\contamination\006_mask.png,0.9888030290603638,16,16,0.06256670000220765,5350,outputs\bottle_dinov2\heatmaps\contamination__006.npy,outputs\bottle_dinov2\heatmaps\contamination__006.png,outputs\bottle_dinov2\overlays\contamination__006.png,outputs\bottle_dinov2\side_by_side\contamination__006.png
contamination__007,data\mvtec\bottle\test\contamination\007.png,1,contamination,data\mvtec\bottle\ground_truth\contamination\007_mask.png,1.2529441118240356,16,16,0.06216130000029807,5350,outputs\bottle_dinov2\heatmaps\contamination__007.npy,outputs\bottle_dinov2\heatmaps\contamination__007.png,outputs\bottle_dinov2\overlays\contamination__007.png,outputs\bottle_dinov2\side_by_side\contamination__007.png
contamination__008,data\mvtec\bottle\test\contamination\008.png,1,contamination,data\mvtec\bottle\ground_truth\contamination\008_mask.png,0.9207841157913208,16,16,0.08702890000131447,5350,outputs\bottle_dinov2\heatmaps\contamination__008.npy,outputs\bottle_dinov2\heatmaps\contamination__008.png,outputs\bottle_dinov2\overlays\contamination__008.png,outputs\bottle_dinov2\side_by_side\contamination__008.png
contamination__009,data\mvtec\bottle\test\contamination\009.png,1,contamination,data\mvtec\bottle\ground_truth\contamination\009_mask.png,0.942625880241394,16,16,0.058477700000366895,5350,outputs\bottle_dinov2\heatmaps\contamination__009.npy,outputs\bottle_dinov2\heatmaps\contamination__009.png,outputs\bottle_dinov2\overlays\contamination__009.png,outputs\bottle_dinov2\side_by_side\contamination__009.png
contamination__010,data\mvtec\bottle\test\contamination\010.png,1,contamination,data\mvtec\bottle\ground_truth\contamination\010_mask.png,0.9450475573539734,16,16,0.05441699999937555,5350,outputs\bottle_dinov2\heatmaps\contamination__010.npy,outputs\bottle_dinov2\heatmaps\contamination__010.png,outputs\bottle_dinov2\overlays\contamination__010.png,outputs\bottle_dinov2\side_by_side\contamination__010.png
contamination__011,data\mvtec\bottle\test\contamination\011.png,1,contamination,data\mvtec\bottle\ground_truth\contamination\011_mask.png,0.8369485139846802,16,16,0.0583571999995911,5350,outputs\bottle_dinov2\heatmaps\contamination__011.npy,outputs\bottle_dinov2\heatmaps\contamination__011.png,outputs\bottle_dinov2\overlays\contamination__011.png,outputs\bottle_dinov2\side_by_side\contamination__011.png
contamination__012,data\mvtec\bottle\test\contamination\012.png,1,contamination,data\mvtec\bottle\ground_truth\contamination\012_mask.png,0.846843957901001,16,16,0.05652460000055726,5350,outputs\bottle_dinov2\heatmaps\contamination__012.npy,outputs\bottle_dinov2\heatmaps\contamination__012.png,outputs\bottle_dinov2\overlays\contamination__012.png,outputs\bottle_dinov2\side_by_side\contamination__012.png
contamination__013,data\mvtec\bottle\test\contamination\013.png,1,contamination,data\mvtec\bottle\ground_truth\contamination\013_mask.png,1.1200885772705078,16,16,0.05501739999817801,5350,outputs\bottle_dinov2\heatmaps\contamination__013.npy,outputs\bottle_dinov2\heatmaps\contamination__013.png,outputs\bottle_dinov2\overlays\contamination__013.png,outputs\bottle_dinov2\side_by_side\contamination__013.png
contamination__014,data\mvtec\bottle\test\contamination\014.png,1,contamination,data\mvtec\bottle\ground_truth\contamination\014_mask.png,1.0658693313598633,16,16,0.05817839999872376,5350,outputs\bottle_dinov2\heatmaps\contamination__014.npy,outputs\bottle_dinov2\heatmaps\contamination__014.png,outputs\bottle_dinov2\overlays\contamination__014.png,outputs\bottle_dinov2\side_by_side\contamination__014.png
contamination__015,data\mvtec\bottle\test\contamination\015.png,1,contamination,data\mvtec\bottle\ground_truth\contamination\015_mask.png,0.9795292615890503,16,16,0.059895499998674495,5350,outputs\bottle_dinov2\heatmaps\contamination__015.npy,outputs\bottle_dinov2\heatmaps\contamination__015.png,outputs\bottle_dinov2\overlays\contamination__015.png,outputs\bottle_dinov2\side_by_side\contamination__015.png
contamination__016,data\mvtec\bottle\test\contamination\016.png,1,contamination,data\mvtec\bottle\ground_truth\contamination\016_mask.png,0.8391393423080444,16,16,0.05741420000049402,5350,outputs\bottle_dinov2\heatmaps\contamination__016.npy,outputs\bottle_dinov2\heatmaps\contamination__016.png,outputs\bottle_dinov2\overlays\contamination__016.png,outputs\bottle_dinov2\side_by_side\contamination__016.png
contamination__017,data\mvtec\bottle\test\contamination\017.png,1,contamination,data\mvtec\bottle\ground_truth\contamination\017_mask.png,1.2111961841583252,16,16,0.05977050000001327,5350,outputs\bottle_dinov2\heatmaps\contamination__017.npy,outputs\bottle_dinov2\heatmaps\contamination__017.png,outputs\bottle_dinov2\overlays\contamination__017.png,outputs\bottle_dinov2\side_by_side\contamination__017.png
contamination__018,data\mvtec\bottle\test\contamination\018.png,1,contamination,data\mvtec\bottle\ground_truth\contamination\018_mask.png,1.0066076517105103,16,16,0.05567710000104853,5350,outputs\bottle_dinov2\heatmaps\contamination__018.npy,outputs\bottle_dinov2\heatmaps\contamination__018.png,outputs\bottle_dinov2\overlays\contamination__018.png,outputs\bottle_dinov2\side_by_side\contamination__018.png
contamination__019,data\mvtec\bottle\test\contamination\019.png,1,contamination,data\mvtec\bottle\ground_truth\contamination\019_mask.png,0.7563571333885193,16,16,0.061426799999026116,5350,outputs\bottle_dinov2\heatmaps\contamination__019.npy,outputs\bottle_dinov2\heatmaps\contamination__019.png,outputs\bottle_dinov2\overlays\contamination__019.png,outputs\bottle_dinov2\side_by_side\contamination__019.png
contamination__020,data\mvtec\bottle\test\contamination\020.png,1,contamination,data\mvtec\bottle\ground_truth\contamination\020_mask.png,0.8010089993476868,16,16,0.052820600001723506,5350,outputs\bottle_dinov2\heatmaps\contamination__020.npy,outputs\bottle_dinov2\heatmaps\contamination__020.png,outputs\bottle_dinov2\overlays\contamination__020.png,outputs\bottle_dinov2\side_by_side\contamination__020.png
good__000,data\mvtec\bottle\test\good\000.png,0,good,,0.5024672746658325,16,16,0.0568455000029644,5350,outputs\bottle_dinov2\heatmaps\good__000.npy,outputs\bottle_dinov2\heatmaps\good__000.png,outputs\bottle_dinov2\overlays\good__000.png,outputs\bottle_dinov2\side_by_side\good__000.png
good__001,data\mvtec\bottle\test\good\001.png,0,good,,0.6760245561599731,16,16,0.059532300001592375,5350,outputs\bottle_dinov2\heatmaps\good__001.npy,outputs\bottle_dinov2\heatmaps\good__001.png,outputs\bottle_dinov2\overlays\good__001.png,outputs\bottle_dinov2\side_by_side\good__001.png
good__002,data\mvtec\bottle\test\good\002.png,0,good,,0.40047964453697205,16,16,0.06937509999988833,5350,outputs\bottle_dinov2\heatmaps\good__002.npy,outputs\bottle_dinov2\heatmaps\good__002.png,outputs\bottle_dinov2\overlays\good__002.png,outputs\bottle_dinov2\side_by_side\good__002.png
good__003,data\mvtec\bottle\test\good\003.png,0,good,,0.3931146264076233,16,16,0.053367799999250565,5350,outputs\bottle_dinov2\heatmaps\good__003.npy,outputs\bottle_dinov2\heatmaps\good__003.png,outputs\bottle_dinov2\overlays\good__003.png,outputs\bottle_dinov2\side_by_side\good__003.png
good__004,data\mvtec\bottle\test\good\004.png,0,good,,0.3348434865474701,16,16,0.04933580000215443,5350,outputs\bottle_dinov2\heatmaps\good__004.npy,outputs\bottle_dinov2\heatmaps\good__004.png,outputs\bottle_dinov2\overlays\good__004.png,outputs\bottle_dinov2\side_by_side\good__004.png
good__005,data\mvtec\bottle\test\good\005.png,0,good,,0.4181448221206665,16,16,0.05328599999847938,5350,outputs\bottle_dinov2\heatmaps\good__005.npy,outputs\bottle_dinov2\heatmaps\good__005.png,outputs\bottle_dinov2\overlays\good__005.png,outputs\bottle_dinov2\side_by_side\good__005.png
good__006,data\mvtec\bottle\test\good\006.png,0,good,,0.5090544819831848,16,16,0.05824159999974654,5350,outputs\bottle_dinov2\heatmaps\good__006.npy,outputs\bottle_dinov2\heatmaps\good__006.png,outputs\bottle_dinov2\overlays\good__006.png,outputs\bottle_dinov2\side_by_side\good__006.png
good__007,data\mvtec\bottle\test\good\007.png,0,good,,0.4239088296890259,16,16,0.059253900002659066,5350,outputs\bottle_dinov2\heatmaps\good__007.npy,outputs\bottle_dinov2\heatmaps\good__007.png,outputs\bottle_dinov2\overlays\good__007.png,outputs\bottle_dinov2\side_by_side\good__007.png
